word,type,inflections,freq,french,sentence
color,noun,"color, colors",325,couleur,The artist meticulously mixed the various colors to create the vibrant painting.
Jewish,proper noun,Jewish,325,Juif,The Jewish community organized a fundraising event to support local charities.
nah,interjection,nah,323,Non,"“Nah, I’m good, thanks.”"
breast,noun,"breast, breasts",323,sein,The doctor examined her breast for any signs of abnormality.
bank,noun,"bank, banks",322,banque,"We sat on the river bank, watching the ducks swim by."
parking,noun,"parking, parkings",322,parking,Finding a parking spot downtown was a major challenge.
ride,noun,"ride, rides",322,balançoire,The children enjoyed a thrilling ride on the roller coaster.
wild,adjective,"wild, wilder, wildest",322,sauvage,The wild horse galloped across the open field.
turkey,noun,"turkey, turkeys",321,turc,The aroma of roasted turkey filled the kitchen.
blah,interjection,blah,319,Bah,"“Bah, I don’t even care anymore.”"
thought,noun,"thought, thoughts",319,pensée,Her sudden outburst revealed a hidden thought.
famous,adjective,famous,318,célèbre,The famous singer captivated the entire audience.
gold,noun,"gold, golds",318,or,The pirate’s treasure chest overflowed with gold.
pound,noun,"pound, pounds",318,livre,The boxer delivered a devastating pound to his opponent’s jaw.
skin,noun,"skin, skins",318,peau,The sunburned tourist’s skin was peeling.
one hundred,numerals,one hundred,317,cent,The museum displayed one hundred numerals carved into the ancient stone tablet.
rat,noun,"rat, rats",317,rat(s),The detective suspected the rat was responsible for the missing jewels.
switch,verb,"switch, switches, switching, switched",317,basculer,Please switch off the lights before you leave.
tie,noun,"tie, ties",317,nœud,He adjusted the tie nervously before the important meeting.
career,noun,"career, careers",316,carrière,Her challenging career in medicine required countless hours of dedication.
juice,noun,"juice, juices",316,jus,He poured a glass of orange juice for his breakfast.
like,function word,like,316,aimer,I like to spend my evenings reading.
protect,verb,"protect, protects, protecting, protected",316,protéger,The soldiers were tasked with protecting the borders of the country.
shame,noun,"shame, shames",316,Honte,The overwhelming shame of his actions left him speechless.
bottom,noun,"bottom, bottoms",315,fond,The cat curled up on the bottom of the couch.
respect,verb,"respect, respects, respecting, respected",315,respecter,I must respect your decision.
underwear,noun,"underwear, underwears",315,sous-vêtements,He nervously adjusted his underwear before the important meeting.
Indian,proper noun,Indian,315,Indien,The Indian subcontinent is home to a diverse range of cultures.
closet,noun,"closet, closets",312,placard,I searched through the closet for my favorite sweater.
meeting,noun,"meeting, meetings",312,réunion,The board meeting was unexpectedly canceled due to inclement weather.
sun,noun,"sun, suns",312,sole,The sun shone brightly through the clouds.
afford,verb,"afford, affords, affording, afforded",311,pouvoir,I can’t afford a new car right now.
bald,adjective,"bald, balder, baldest",311,calvit,The elderly gentleman was noticeably bald after years of sun exposure.
engage,verb,"engage, engages, engaging, engaged",311,impliquer,The speaker hoped to engage the audience with a thought-provoking question.
plant,noun,"plant, plants",311,plante,I need to plant a rose bush in my garden.
towel,noun,"towel, towels",311,serviette,I dried my hands with the fluffy towel after washing them.
mall,noun,"mall, malls",310,centre commercial,We spent the afternoon browsing the shops at the mall.
regular,adjective,regular,310,régulier,He maintained a regular exercise routine to improve his health.
bone,noun,"bone, bones",310,os,The archaeologist carefully examined the ancient bone fragments.
dig,verb,"dig, digs, digging, dug",308,creuser,Please dig carefully to avoid damaging the roots.
fear,noun,"fear, fears",308,peur,His overwhelming fear of public speaking prevented him from pursuing his dream job.
cancer,noun,"cancer, cancers",306,cancer,The doctor determined that the patient’s persistent cough was due to cancer.
discuss,verb,"discuss, discusses, discussing, discussed",306,discuter,We need to discuss the upcoming changes to the project plan.
fancy,adjective,"fancy, fancier, fanciest",306,chic,She wore a truly fancy gown to the gala.
control,verb,"control, controls, controlling, controlled",305,contrôler,The driver struggled to control the speeding vehicle.
advice,noun,advice,305,Conseil,I appreciated his advice regarding the complicated situation.
center,noun,"center, centers",305,centre,The town’s bustling market operates from the central square.
apple,noun,"apple, apples",304,pomme,"She took a crisp, red apple from the basket."
everywhere,adverb,everywhere,304,partout,The scent of freshly baked bread was everywhere in the market.
holiday,noun,"holiday, holidays",304,vacances,We planned a relaxing holiday by the sea.
cash,noun,cash,303,argent,He needed to deposit the cash into his account.
common,adjective,"common, commoner, commonest",303,commun,The common denominator in their arguments was a shared frustration.
crush,noun,"crush, crushes",303,coup de cœur,Her sudden crush on the musician filled the entire concert hall.
mess,noun,"mess, messes",303,chaos,The children’s playroom was a complete mess.
peace,noun,peace,303,paix,The soldiers sought peace after the long and bloody conflict.
warn,verb,"warn, warns, warning, warned",303,alerter,The lifeguard warned swimmers about the strong currents.
welcome,verb,"welcome, welcomes, welcoming, welcomed",303,accueillir,Please welcome our new team members with open arms.
adult,noun,"adult, adults",302,adulte,The adult decided to pursue a career change.
noise,noun,"noise, noises",302,bruit,The constant noise of the city made it difficult to concentrate.
rock,verb,"rock, rocks, rocking, rocked",302,casser,He tried to rock the baby to sleep.
super,adverb,super,302,super,She performed the routine super smoothly.
bread,noun,"bread, breads",301,pain,He spread butter on a slice of warm bread.
fucking,adverb,fucking,301,Putain,"The car sped down the highway, fucking recklessly."
porn,noun,"porn, porns",301,pornographie,The disturbing images circulating online were clearly porn.
three hundred,numerals,three hundred,301,trois cent,The company reported three hundred (numerals) dollars in profits for the quarter.
type,noun,"type, types",301,type,The journalist’s meticulous type dictated the accuracy of the report.
borrow,verb,"borrow, borrows, borrowing, borrowed",300,emprunter,"Could you borrow me a pen, please?"
department,noun,"department, departments",300,département,The marketing department is responsible for all advertising campaigns.
plate,noun,"plate, plates",300,plaque,She carefully placed the dessert onto the ceramic plate.
breathe,verb,"breathe, breathes, breathing, breathed",299,respire,I needed to breathe deeply to calm my racing thoughts.
classic,adjective,classic,299,classique,The film was a classic example of the romantic comedy genre.
farm,noun,"farm, farms",299,ferme,The old farmer spent his days tending to his farm.
disgusting,adjective,disgusting,298,dégoûtant,The smell of rotting garbage was utterly disgusting.
tall,adjective,"tall, taller, tallest",298,grand,The tall building dominated the skyline.
taste,noun,"taste, tastes",298,goût,"The rich, dark chocolate had an exquisite taste."
replace,verb,"replace, replaces, replacing, replaced",297,remplacer,Please replace the old tires with the new ones.
somehow,adverb,somehow,297,comment,He managed somehow to finish the project ahead of schedule.
theater,noun,"theater, theaters",297,théâtre,The talented actress delivered a captivating performance on the theater stage.
discover,verb,"discover, discovers, discovering, discovered",296,découvrir,We hope to discover new species during our expedition.
incredible,adjective,incredible,296,incroyable,The magician’s illusions were incredibly captivating.
plenty,noun,"plenty, plenties",295,abondance,There was plenty of evidence to support his claims.
baseball,noun,"baseball, baseballs",294,baseball,The crack of the baseball echoed through the stadium as the batter connected powerfully.
comedy,noun,"comedy, comedies",294,comédie,The comedian’s delivery was a masterful display of comedy.
enter,verb,"enter, enters, entering, entered",294,rentrer,Please enter the code to unlock the door.
introduce,verb,"introduce, introduces, introducing, introduced",294,introduire,The speaker decided to introduce the new team members to the company’s senior management.
whenever,function word,whenever,294,quand,"Whenever it rains, we cancel our picnic."
butter,noun,butter,293,beurre,She spread the warm butter over the freshly baked bread.
possibly,adverb,possibly,293,peut-être,"Possibly, he will finish the project on time."
sweetheart,noun,"sweetheart, sweethearts",293,chéri(e),"Sweetheart, please pass the salt."
jail,noun,"jail, jails",292,prison,"After serving his time in jail, he was eager to rebuild his life."
season,noun,"season, seasons",292,saison,The autumn season brought a welcome change in the weather.
study,verb,"study, studies, studying, studied",292,étudier,I need to study for my upcoming exam.
miracle,noun,"miracle, miracles",290,miracle,Finding a four-leaf clover felt like a miracle.
complete,adjective,"complete, completer, completest",289,complète,The artist submitted a complete draft of the painting to the gallery.
golf,noun,golf,289,golf,He spent the afternoon practicing his golf.
