word,type,inflections,freq
desperate,adjective,desperate,141
elevator,noun,"elevator, elevators",141
goat,noun,"goat, goats",141
honeymoon,noun,"honeymoon, honeymoons",141
insist,verb,"insist, insisted, insisting, insists",141
million,noun,"million, millions",141
murder,verb,"murder, murdered, murdering, murders",141
penny,noun,"penny, pennies",141
usual,adjective,usual,141
beloved,adjective,beloved,141
copy,verb,"copy, copied, copies, copying",140
festival,noun,"festival, festivals",140
tennis,noun,tennis,140
threaten,verb,"threaten, threatened, threatening, threatens",140
beginning,noun,"beginning, beginnings",139
cigar,noun,"cigar, cigars",139
dancer,noun,"dancer, dancers",139
heck,noun,heck,139
low,adverb,"low, lower, lowest",139
material,noun,"material, materials",139
Yankee,proper noun,"Yankee, Yankees",139
chapter,noun,"chapter, chapters",138
chat,verb,"chat, chats, chatted, chatting",138
homeless,adjective,homeless,138
lap,noun,"lap, laps",138
major,adjective,major,138
mark,verb,"mark, marked, marking, marks",138
river,noun,"river, rivers",138
shark,noun,"shark, sharks",138
strength,noun,"strength, strengths",138
accidentally,adverb,accidentally,137
ancient,adjective,ancient,137
collection,noun,"collection, collections",137
exercise,noun,"exercise, exercises",137
include,verb,"include, included, includes, including",137
muffin,noun,"muffin, muffins",137
offense,noun,"offense, offenses",137
screen,noun,"screen, screens",137
tomato,noun,"tomato, tomatoes",137
aha,interjection,aha,136
cafeteria,noun,"cafeteria, cafeterias",136
crack,noun,"crack, cracks",136
crappy,adjective,"crappy, crappier, crappiest",136
Japanese,proper noun,Japanese,136
statue,noun,"statue, statues",136
supply,noun,"supply, supplies",136
versus,function word,versus,136
winter,noun,"winter, winters",136
tool,noun,"tool, tools",136
asleep,adjective,asleep,135
bend,verb,"bend, bending, bends, bent",135
commitment,noun,"commitment, commitments",135
disturb,verb,"disturb, disturbed, disturbing, disturbs",135
fish,verb,"fish, fished, fishes, fishing",135
joy,noun,"joy, joys",135
presentation,noun,"presentation, presentations",135
shove,verb,"shove, shoved, shoves, shoving",135
tube,noun,"tube, tubes",135
being,noun,"being, beings",134
damn,noun,"damn, damns",134
experiment,noun,"experiment, experiments",134
fellow,adjective,fellow,134
German,proper noun,"German, Germans",134
jar,noun,"jar, jars",134
mint,noun,"mint, mints",134
physical,adjective,physical,134
punish,verb,"punish, punished, punishes, punishing",134
remote,noun,"remote, remotes",134
slut,noun,"slut, sluts",134
twist,verb,"twist, twisted, twisting, twists",134
cap,noun,"cap, caps",133
criminal,noun,"criminal, criminals",133
eight hundred,numerals,eight hundred,133
inspire,verb,"inspire, inspired, inspires, inspiring",133
main,adjective,main,133
panda,noun,"panda, pandas",133
sink,verb,"sink, sank, sinking, sinks, sunk, sunken",133
smooth,adjective,"smooth, smoother, smoothest",133
snap,verb,"snap, snapped, snapping, snaps",133
thumb,noun,"thumb, thumbs",133
witness,noun,"witness, witnesses",133
abandon,verb,"abandon, abandoned, abandoning, abandons",132
affect,verb,"affect, affected, affecting, affects",132
beard,noun,"beard, beards",132
bucket,noun,"bucket, buckets",132
county,noun,"county, counties",132
gain,verb,"gain, gained, gaining, gains",132
poem,noun,"poem, poems",132
reporter,noun,"reporter, reporters",132
review,noun,"review, reviews",132
training,noun,"training, trainings",132
among,function word,"among, amongst",131
battery,noun,"battery, batteries",131
deny,verb,"deny, denied, denies, denying",131
electric,adjective,electric,131
flavor,noun,"flavor, flavors",131
forbid,verb,"forbid, forbad, forbade, forbidden, forbidding, forbids",131
fudge,noun,"fudge, fudges",131
hooray,interjection,hooray,131
obsess,verb,"obsess, obsessed, obsesses, obsessing",131
positive,adjective,positive,131
rob,verb,"rob, robbed, robbing, robs",131
signal,noun,"signal, signals",131
solid,adjective,solid,131
website,noun,"website, websites",131
aye,adverb,"aye, ay",130
century,noun,"century, centuries",130
click,verb,"click, clicked, clicking, clicks",130
cracker,noun,"cracker, crackers",130
dry-cleaning,noun,dry-cleaning,130
dump,noun,"dump, dumps",130
effort,noun,"effort, efforts",130
gate,noun,"gate, gates",130
hooker,noun,"hooker, hookers",130
impression,noun,"impression, impressions",130
inappropriate,adjective,inappropriate,130
inspector,noun,"inspector, inspectors",130
statement,noun,"statement, statements",130
thrill,verb,"thrill, thrilled, thrilling, thrills",130
wiener,noun,"wiener, wieners",130
bond,verb,"bond, bonded, bonding, bonds",129
challenge,noun,"challenge, challenges",129
filthy,adjective,"filthy, filthier, filthiest",129
grandfather,noun,"grandfather, grandfathers",129
host,noun,"host, hosts",129
producer,noun,"producer, producers",129
witch,noun,"witch, witches",129
appropriate,adjective,appropriate,128
coincidence,noun,"coincidence, coincidences",128
furniture,noun,furniture,128
laugh,noun,"laugh, laughs",128
lemon,noun,"lemon, lemons",128
load,verb,"load, loaded, loading, loads",128
mock,verb,"mock, mocked, mocking, mocks",128
normally,adverb,normally,128
physics,noun,physics,128
sack,noun,"sack, sacks",128
stock,noun,"stock, stocks",128
storm,noun,"storm, storms",128
wheelchair,noun,"wheelchair, wheelchairs",128
announce,verb,"announce, announced, announces, announcing",127
bagel,noun,"bagel, bagels",127
cocktail,noun,"cocktail, cocktails",127
committee,noun,"committee, committees",127
crew,noun,"crew, crews",127
defense,noun,"defense, defenses",127
extremely,adverb,extremely,127
file,noun,"file, files",127
haircut,noun,"haircut, haircuts",127
loss,noun,"loss, losses",127
mark,noun,"mark, marks",127
proof,noun,"proof, proofs",127
salt,noun,"salt, salts",127
score,verb,"score, scored, scores, scoring",127
spare,verb,"spare, spared, spares, sparing",127
tape,verb,"tape, taped, tapes, taping",127
ex,noun,"ex, exes",127
fairy,noun,"fairy, fairies",126
fort,noun,"fort, forts",126
grape,noun,"grape, grapes",126
including,function word,including,126
makeup,noun,"makeup, makeups, make-up, make-ups",126
nation,noun,"nation, nations",126
six hundred,numerals,six hundred,126
block,verb,"block, blocked, blocking, blocks",125
childhood,noun,"childhood, childhoods",125
cut,noun,"cut, cuts",125
develop,verb,"develop, developed, developing, develops",125
race,verb,"race, raced, races, racing",125
reference,noun,"reference, references",125
shorts,noun,shorts,125
talk,noun,"talk, talks",125
therapist,noun,"therapist, therapists",125
tip,verb,"tip, tipped, tipping, tips",125
tone,noun,"tone, tones",125
warm,verb,"warm, warmed, warming, warms",125
accent,noun,"accent, accents",124
avenue,noun,"avenue, avenues",124
below,function word,below,124
cloud,noun,"cloud, clouds",124
concern,noun,"concern, concerns",124
distance,noun,"distance, distances",124
doubt,verb,"doubt, doubted, doubting, doubts",124
exhaust,verb,"exhaust, exhausted, exhausting, exhausts",124
goal,noun,"goal, goals",124
roll,noun,"roll, rolls",124
suggestion,noun,"suggestion, suggestions",124
grocery,noun,"grocery, groceries",124
belief,noun,"belief, beliefs",123
bump,verb,"bump, bumped, bumping, bumps",123
inch,noun,"inch, inches",123
jury,noun,"jury, juries",123
neat,adjective,"neat, neater, neatest",123
odds,noun,odds,123
reservation,noun,"reservation, reservations",123
rush,verb,"rush, rushed, rushes, rushing",123
spider,noun,"spider, spiders",123
squirrel,noun,"squirrel, squirrels",123
topic,noun,"topic, topics",123
toss,verb,"toss, tossed, tosses, tossing",123
uniform,noun,"uniform, uniforms",123
violence,noun,"violence, violences",123
wide,adjective,"wide, wider, widest",123
zoo,noun,"zoo, zoos",123
boo,interjection,boo,122
bullshit,noun,"bullshit, bullshits",122
cruel,adjective,"cruel, crueler, crueller, cruelest, cruellest",122
dial,verb,"dial, dialed, dialing, dials",122
jeans,noun,jeans,122
pile,noun,"pile, piles",122
poison,noun,"poison, poisons",122
pure,adjective,"pure, purer, purest",122
romance,noun,"romance, romances",122
slave,noun,"slave, slaves",122
slowly,adverb,"slowly, slowlier, slowliest",122
awake,adjective,awake,121
belly,noun,"belly, bellies",121
booth,noun,"booth, booths",121
gentle,adjective,"gentle, gentler, gentlest",121
opera,noun,"opera, operas, opere",121
pipe,noun,"pipe, pipes",121
poster,noun,"poster, posters",121
Russian,proper noun,"Russian, Russians",121
sweep,verb,"sweep, sweeping, sweeps, swept",121
sword,noun,"sword, swords",121
ultimate,adjective,ultimate,121
debate,noun,"debate, debates",120
explode,verb,"explode, exploded, explodes, exploding",120
float,verb,"float, floated, floating, floats",120
justice,noun,justice,120
kick,noun,"kick, kicks",120
poker,noun,"poker, pokers",120
pride,noun,"pride, prides",120
psych,verb,"psych, psyched, psyching, psychs",120
rain,verb,"rain, rained, raining, rains",120
rare,adjective,"rare, rarer, rarest",120
rumor,noun,"rumor, rumors",120
title,noun,"title, titles",120
vision,noun,"vision, visions",120
wrestle,verb,"wrestle, wrestled, wrestles, wrestling",120
column,noun,"column, columns",119
connect,verb,"connect, connected, connecting, connects",119
hockey,noun,hockey,119
hook,noun,"hook, hooks",119
kidnap,verb,"kidnap, kidnaped, kidnaping, kidnapped, kidnapping, kidnaps",119
limo,noun,"limo, limos",119
painful,adjective,"painful, painfuller, painfullest",119
path,noun,"path, paths",119
permission,noun,"permission, permissions",119
prince,noun,"prince, princes",119
process,noun,"process, processes",119
senator,noun,"senator, senators",119
smash,verb,"smash, smashed, smashes, smashing",119
mean,adjective,"mean, meaner, meanest",119
anytime,adverb,anytime,118
back,adjective,back,118
bat,noun,"bat, bats",118
ceremony,noun,"ceremony, ceremonies",118
declare,verb,"declare, declared, declares, declaring",118
helpful,adjective,helpful,118
iron,noun,"iron, irons",118
picture,verb,"picture, pictured, pictures, picturing",118
print,verb,"print, printed, printing, prints",118
rope,noun,"rope, ropes",118
sail,verb,"sail, sailed, sailing, sails",118
sleep,noun,"sleep, sleeps",118
attend,verb,"attend, attended, attending, attends",117
doom,verb,"doom, doomed, dooming, dooms",117
education,noun,"education, educations",117
flush,verb,"flush, flushed, flushes, flushing",117
fry,noun,"fry, fries",117
melt,verb,"melt, melted, melting, melts",117
pardon,verb,"pardon, pardoned, pardoning, pardons",117
passion,noun,"passion, passions",117
personally,adverb,personally,117
poop,verb,"poop, pooped, pooping, poops",117
popcorn,noun,popcorn,117
pussy,noun,"pussy, pussies",117
trick,verb,"trick, tricked, tricking, tricks",117
zombie,noun,"zombie, zombi, zombies, zombis",117
ankle,noun,"ankle, ankles",116
bail,verb,"bail, bailed, bailing, bails",116
bowling,noun,bowling,116
discount,noun,"discount, discounts",116
entertainment,noun,"entertainment, entertainments",116
excuse,noun,"excuse, excuses",116
jazz,noun,jazz,116
kind,adjective,"kind, kinder, kindest",116
lion,noun,"lion, lions",116
match,verb,"match, matched, matches, matching",116
prayer,noun,"prayer, prayers",116
stamp,noun,"stamp, stamps",116
betray,verb,"betray, betrayed, betraying, betrays",115
bracelet,noun,"bracelet, bracelets",115
brownie,noun,"brownie, brownies",115
creative,adjective,creative,115
expression,noun,"expression, expressions",115
lock,noun,"lock, locks",115
negative,adjective,negative,115
pickle,noun,"pickle, pickles",115
puzzle,noun,"puzzle, puzzles",115
recipe,noun,"recipe, recipes",115
stab,verb,"stab, stabbed, stabbing, stabs",115
toward,function word,"toward, towards",115
wave,verb,"wave, waved, waves, waving",115
wherever,function word,wherever,115
article,noun,"article, articles",114
backwards,adverb,backwards,114
central,adjective,central,114
hamburger,noun,"hamburger, hamburgers",114
mustache,noun,"mustache, moustache, moustaches, mustaches",114
pudding,noun,"pudding, puddings",114
seek,verb,"seek, seeking, seeks, sought",114
slide,verb,"slide, slid, slides, sliding",114
tit,noun,"tit, tits",114
trial,noun,"trial, trials",114
trophy,noun,"trophy, trophies",114
best,noun,"best, bests",113
damage,noun,"damage, damages",113
decent,adjective,decent,113
easily,adverb,easily,113
engine,noun,"engine, engines",113
journey,noun,"journey, journeys",113
ketchup,noun,"ketchup, catchup, catchups, catsup, catsups, ketchups",113
lawn,noun,"lawn, lawns",113
place,verb,"place, placed, places, placing",113
pretzel,noun,"pretzel, pretzels",113
routine,noun,"routine, routines",113
sand,noun,"sand, sands",113
someplace,adverb,someplace,113
stretch,verb,"stretch, stretched, stretches, stretching",113
whack,verb,"whack, whacked, whacking, whacks",113
bloody,adjective,"bloody, bloodier, bloodiest",112
brand,noun,"brand, brands",112
British,proper noun,British,112
budget,noun,"budget, budgets",112
cabin,noun,"cabin, cabins",112
determine,verb,"determine, determined, determines, determining",112
doggie,noun,"doggie, doggy, doggies",112
entertain,verb,"entertain, entertained, entertaining, entertains",112
helmet,noun,"helmet, helmets",112
jackass,noun,"jackass, jackasses",112
media,noun,media,112
motion,noun,"motion, motions",112
poke,verb,"poke, poked, pokes, poking",112
practically,adverb,practically,112
rule,verb,"rule, ruled, rules, ruling",112
scotch,noun,"scotch, scotches",112
source,noun,"source, sources",112
spoil,verb,"spoil, spoiled, spoiling, spoils, spoilt",112
teenager,noun,"teenager, teenagers, teen, teens",112
turtle,noun,"turtle, turtles",112
visit,noun,"visit, visits",112
authority,noun,"authority, authorities",111
bleed,verb,"bleed, bled, bleeding, bleeds",111
comment,noun,"comment, comments",111
compete,verb,"compete, competed, competes, competing",111
confidence,noun,confidence,111
convention,noun,"convention, conventions",111
defend,verb,"defend, defended, defending, defends",111
flash,noun,"flash, flashes",111
heal,verb,"heal, healed, healing, heals",111
hippie,noun,"hippie, hippies, hippy",111
inside,noun,"inside, insides",111
past,adjective,past,111
phase,noun,"phase, phases",111
puppet,noun,"puppet, puppets",111
respond,verb,"respond, responded, responding, responds",111
reveal,verb,"reveal, revealed, revealing, reveals",111
sharp,adjective,"sharp, sharper, sharpest",111
transfer,verb,"transfer, transferred, transferring, transfers",111
wig,noun,"wig, wigs",111
aisle,noun,"aisle, aisles",110
command,noun,"command, commands",110
detective,noun,"detective, detectives",110
dolphin,noun,"dolphin, dolphins",110
exit,noun,"exit, exits",110
expert,noun,"expert, experts",110
grand,adjective,"grand, grander, grandest",110
heat,verb,"heat, heated, heating, heats",110
industry,noun,"industry, industries",110
label,noun,"label, labels",110
